job_title,company_name,job_location,work_place,salary_range,more_detail_link,job_id,work_type,workplace,years_experience,min_education,category,sub_category,role
Automation Engineer,ITOMMEY Bintang Indonesia,"Tebet, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp100rb-Rp100rb,https://glints.com/id/opportunities/jobs/automation-engineer/9dfa3cac-1e67-4703-80d5-c698a8646dbc?utm_referrer=explore,9dfa3cac-1e67-4703-80d5-c698a8646dbc,internship,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Hardware Development,Automation Engineer
Front End Developer (RaectJS NextJS),Pt Platinumetrix Global Inovasi,"Gambir, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp6jt-Rp12jt,https://glints.com/id/opportunities/jobs/front-end-developer-raectjs-nextjs/73faa72c-bad2-4c3b-b33c-51e7b0363b52?utm_referrer=explore,73faa72c-bad2-4c3b-b33c-51e7b0363b52,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Automation Engineer,ITOMMEY Bintang Indonesia,"Tebet, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp100rb-Rp100rb,https://glints.com/id/opportunities/jobs/automation-engineer/e6d42324-0738-45fd-9eea-470348447092?utm_referrer=explore,e6d42324-0738-45fd-9eea-470348447092,full_time,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Hardware Development,Automation Engineer
Data Support Staff,PT Shopcomm Solusi Indonesia,"Pesanggrahan, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/data-support-staff/c1d66909-4ef0-4f60-9180-0a6c05e30e31?utm_referrer=explore,c1d66909-4ef0-4f60-9180-0a6c05e30e31,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Analyst
QA Tester,Talenta Hutama Indonesia,"Mantrijeron, Yogyakarta, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/qa-tester/07ce1b1f-3433-4bbe-96d0-214b2b95fd9b?utm_referrer=explore,07ce1b1f-3433-4bbe-96d0-214b2b95fd9b,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,QA & Software Testing,QA Tester
Phyton Developer,PT. Hamilton Prima Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/phyton-developer/6be0e7c1-4ce0-4ab5-968c-743c5a49ef26?utm_referrer=explore,6be0e7c1-4ce0-4ab5-968c-743c5a49ef26,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Developer
Full- Stack Web Developer,PT. Hamilton Prima Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/full-stack-web-developer/d5b4eda1-d978-4624-ae07-c4bcc337c5bc?utm_referrer=explore,d5b4eda1-d978-4624-ae07-c4bcc337c5bc,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Developer
SAP ABAP Developer,PT. Hamilton Prima Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/sap-abap-developer/cd18cf4e-2e5c-456a-a6db-dda6b53fff74?utm_referrer=explore,cd18cf4e-2e5c-456a-a6db-dda6b53fff74,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Developer
RF Hardware Engineer,PT Imani Prima,"Cilandak, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp7jt-Rp9jt,https://glints.com/id/opportunities/jobs/rf-hardware-engineer/26512c8f-6cb1-4a83-9f93-79d8ae0d5588?utm_referrer=explore,26512c8f-6cb1-4a83-9f93-79d8ae0d5588,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Hardware Development,Hardware Engineer
Asisten Teknisi,Sandhing,"Serpong Utara, Tangerang Selatan, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/asisten-teknisi/37a67c26-9585-4c2b-81aa-af40849f0275?utm_referrer=explore,37a67c26-9585-4c2b-81aa-af40849f0275,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Electronic & Semiconductor,Electrical Engineer
Hardware Engineer,PT Imani Prima,"Cilandak, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/hardware-engineer/cb8be76d-f82b-4972-816f-8e79580accaa?utm_referrer=explore,cb8be76d-f82b-4972-816f-8e79580accaa,contract,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Hardware Development,Hardware Engineer
IT Support,PT Tamara Overseas Corporindo,"Cilandak, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-support/62a8eb7d-d9e3-474f-8472-c8635a355c58?utm_referrer=explore,62a8eb7d-d9e3-474f-8472-c8635a355c58,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",IT Technical Support
Macro Developer,PT Adi Perdana Nusantara,"Tanjung Priok, Jakarta Utara, DKI Jakarta",Kerja di kantor,Rp7jt-Rp10jt,https://glints.com/id/opportunities/jobs/macro-developer/8c93df41-8525-4f1e-89a1-5719a3313706?utm_referrer=explore,8c93df41-8525-4f1e-89a1-5719a3313706,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Artificial Intelligence,AI Engineer
Frontend Developer,"SELLON TECH INDONESIA, (PT)","Mampang Prapatan, Jakarta Selatan, DKI Jakarta",Remote/Dari rumah,Rp10jt-Rp20jt,https://glints.com/id/opportunities/jobs/frontend-developer/6d70ea65-ae30-42e4-8b96-921892a0f5a0?utm_referrer=explore,6d70ea65-ae30-42e4-8b96-921892a0f5a0,full_time,Remote/Dari rumah,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Frontend Development,Frontend Engineer
Scientist,PT Alam Semesta Asri,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/scientist/5c821350-36c4-4e8a-8f65-ce33c9ff7248?utm_referrer=explore,5c821350-36c4-4e8a-8f65-ce33c9ff7248,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Scientist
Website Developer,Figurupa Studio,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/website-developer/3febfcd4-248f-4bf5-bc15-1469a9ad3293?utm_referrer=explore,3febfcd4-248f-4bf5-bc15-1469a9ad3293,internship,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Mobile Developer,Dot Indonesia,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/mobile-developer/dc754cfd-1a71-4f63-b15f-9ccc2a406aad?utm_referrer=explore,dc754cfd-1a71-4f63-b15f-9ccc2a406aad,contract,Kerja di kantor,3 – 5 tahun,Minimal SMA/SMK,Computer & Information Technology,Mobile Development,Mobile Developer
Sales Semarang,Madael Consult (HR Consultant),"Semarang Tengah, Semarang, Jawa Tengah",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/sales-semarang/217d4bb9-2eeb-4875-8ab0-eb9197e368a9?utm_referrer=explore,217d4bb9-2eeb-4875-8ab0-eb9197e368a9,contract,Remote/Dari rumah,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Technical Sales Support,Technical Sales Support
Technical Support,PT Spektrum Krisindo Elektrika,"Kelapa Gading, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/technical-support/ca515aa3-c1e7-4067-94cf-521366025950?utm_referrer=explore,ca515aa3-c1e7-4067-94cf-521366025950,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Technical Sales Support,Technical Support Engineer
IT System Analyst Executive,PT Nojorono Tobacco International,"Pulogadung, Jakarta Timur, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-system-analyst-executive/6308da3d-bd33-48cc-bb32-a3d2b7e9afc1?utm_referrer=explore,6308da3d-bd33-48cc-bb32-a3d2b7e9afc1,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Teknisi Freelance,Reliance CCTV,"Kapanewon Mlati, Sleman, DI Yogyakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/teknisi-freelance/c4f95109-bd43-4bde-a829-78f65757c803?utm_referrer=explore,c4f95109-bd43-4bde-a829-78f65757c803,contract,Kerja di kantor,Kurang dari setahun,Minimal SMA/SMK,Computer & Information Technology,Electronic & Semiconductor,Electronics Engineer
Application Technical Executive,PT Nojorono Tobacco International,"Pulogadung, Jakarta Timur, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/application-technical-executive/223e5747-30ee-4bb5-998e-5589f0fe1921?utm_referrer=explore,223e5747-30ee-4bb5-998e-5589f0fe1921,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Web Developer
Backend Engineer,Koda,"Setiabudi, Jakarta Selatan, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/backend-engineer/a1f95f14-f5af-49ea-b5e3-b0e13a69fdbe?utm_referrer=explore,a1f95f14-f5af-49ea-b5e3-b0e13a69fdbe,full_time,Remote/Dari rumah,3 – 5 tahun,Minimal SMA/SMK,Computer & Information Technology,Backend Development,Backend Developer
Android Developer,PT Ace Global Consulting and Integration,"Penjaringan, Jakarta Utara, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/android-developer/5a5cc628-7c83-4a25-b55e-0c2c141dae9c?utm_referrer=explore,5a5cc628-7c83-4a25-b55e-0c2c141dae9c,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Mobile Development,Android Developer
Moodle Programmer Associate,Sunedu.id,"Karang Tengah, Tangerang, Banten",Kerja di kantor,Rp5jt,https://glints.com/id/opportunities/jobs/moodle-programmer-associate/55a5e628-6883-4491-a637-78ebf50e9f93?utm_referrer=explore,55a5e628-6883-4491-a637-78ebf50e9f93,full_time,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Programmer
Full Stack Engineer,PT Teknologi Pamadya Analitika,"Karawaci, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/full-stack-engineer/53d17bb1-12c6-4971-8b26-90fc20ae00d7?utm_referrer=explore,53d17bb1-12c6-4971-8b26-90fc20ae00d7,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Full Stack Engineer
Technical Support FO BALI,HSP Net,"Denpasar Timur, Denpasar, Bali",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/technical-support-fo-bali/d8f788a4-a957-47f6-9ab6-96787e58bce4?utm_referrer=explore,d8f788a4-a957-47f6-9ab6-96787e58bce4,full_time,Remote/Dari rumah,Minimal SMA/SMK,Wireless Networking,Computer & Information Technology,Telecommunication,Wireless & RF Communication Engineer
FullstackWeb Developer,ERP Nusantara,"Balikpapan Kota, Balikpapan, Kalimantan Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/fullstackweb-developer/761171fe-8aa3-47d5-9008-012e8897ece5?utm_referrer=explore,761171fe-8aa3-47d5-9008-012e8897ece5,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Web Developer
fiveM server Developer,Onanmedia,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/fivem-server-developer/a270618f-1e46-4f82-9c4b-838a4cc290bb?utm_referrer=explore,a270618f-1e46-4f82-9c4b-838a4cc290bb,full_time,Remote/Dari rumah,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,"Operation, Maintenance & Technical Support",Operations & Technology Professionals
iOS Developer,PT Indo Cipta Daya,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp8jt-Rp10jt,https://glints.com/id/opportunities/jobs/ios-developer/8e8fea67-eff8-4690-8123-5f77e85c9baa?utm_referrer=explore,8e8fea67-eff8-4690-8123-5f77e85c9baa,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Mobile Development,iOS Developer
Senior Data Analyst,PT Solusi Sentral Data,"Dukuh Pakis, Surabaya, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/senior-data-analyst/e53390d7-6acb-4fb0-9a0d-81e09d14c0b4?utm_referrer=explore,e53390d7-6acb-4fb0-9a0d-81e09d14c0b4,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Analyst
Junior Data Engineer,Talenta Hutama Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp5jt-Rp12jt,https://glints.com/id/opportunities/jobs/junior-data-engineer/dc3de288-9c23-4d88-81ee-1dc539dc667c?utm_referrer=explore,dc3de288-9c23-4d88-81ee-1dc539dc667c,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Engineer
Cybersecurity Engineer,Lintasarta,"Gambir, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/cybersecurity-engineer/dfe8cfed-5ccb-402a-a6bb-135a76817ffd?utm_referrer=explore,dfe8cfed-5ccb-402a-a6bb-135a76817ffd,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,"Operation, Maintenance & Technical Support",Security Engineer
Senior Frontend Engineer,PT Akademi Indonesia Cerdas (Gapai),"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/senior-frontend-engineer/6e9bdb86-5d19-46d9-9696-063d39fce31a?utm_referrer=explore,6e9bdb86-5d19-46d9-9696-063d39fce31a,full_time,Kerja di kantor,5 – 10 tahun,Minimal Sarjana (S1),Computer & Information Technology,Frontend Development,Frontend Engineer
IT & MULTIMEDIA,PT. Racer Robotic Indonesia,"Ciputat, Tangerang Selatan, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-and-multimedia/12cabcd6-f05e-4eb8-a02f-84af07d2590e?utm_referrer=explore,12cabcd6-f05e-4eb8-a02f-84af07d2590e,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Internship - System Analyst,Sekawan Media,"Kedungkandang, Malang, Jawa Timur",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/internship-system-analyst/152f378d-8906-4c68-95ea-f304f56f3205?utm_referrer=explore,152f378d-8906-4c68-95ea-f304f56f3205,internship,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,"Network, System & Database Admin",System Analyst
Data Scientist,PT ELISTEC INFORMATIKA UTAMA,"Pasar Minggu, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp15jt-Rp17jt,https://glints.com/id/opportunities/jobs/data-scientist/1a99f1b2-aa11-4951-abb8-7afe37c7d286?utm_referrer=explore,1a99f1b2-aa11-4951-abb8-7afe37c7d286,contract,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Scientist
Data Engineer,PT Mitra Informatika,"Wiyung, Surabaya, Jawa Timur",Kerja di kantor,"Rp4,3jt-Rp6jt",https://glints.com/id/opportunities/jobs/data-engineer/01d3da8e-ec48-4412-9098-2c7fa3452a92?utm_referrer=explore,01d3da8e-ec48-4412-9098-2c7fa3452a92,full_time,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Engineer
Machine Learning Engineer,PT Mitra Informatika,"Wiyung, Surabaya, Jawa Timur",Kerja di kantor,"Rp4,3jt-Rp6jt",https://glints.com/id/opportunities/jobs/machine-learning-engineer/67f709c8-f1bb-4709-820c-d753625b9d08?utm_referrer=explore,67f709c8-f1bb-4709-820c-d753625b9d08,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Artificial Intelligence,Machine Learning Engineer
Software Engineer,PT. Digerati Atomic Indonesia,"Kelapa Dua, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/software-engineer/2d8fedb1-691f-4488-9315-12e9e83c3bf1?utm_referrer=explore,2d8fedb1-691f-4488-9315-12e9e83c3bf1,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Software Engineer
RPA Developer,PT.Digital Interaktif Indonesia,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp9jt-Rp11jt,https://glints.com/id/opportunities/jobs/rpa-developer/2bcc65a5-50c0-4273-936b-86e8ae096216?utm_referrer=explore,2bcc65a5-50c0-4273-936b-86e8ae096216,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Developer
Power BI Developer,PT Avows Technologies,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/power-bi-developer/241328c0-aff2-4bde-8252-33a35cadec7c?utm_referrer=explore,241328c0-aff2-4bde-8252-33a35cadec7c,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Developer
Full Stack Developer,CIX Summit,"Menteng, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/full-stack-developer/2a6f0c46-bcb8-4f3a-a2ea-315a8d3190c8?utm_referrer=explore,2a6f0c46-bcb8-4f3a-a2ea-315a8d3190c8,full_time,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Full Stack Engineer
Data Analyst,CIX Summit,"Menteng, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/data-analyst/2b7ac092-02be-43d3-931e-3ee4fc3a9c52?utm_referrer=explore,2b7ac092-02be-43d3-931e-3ee4fc3a9c52,full_time,Kerja di kantor,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Analyst
IT Security,PT Kwadran Lima Indonesia,"Cisauk, Tangerang, Banten",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/it-security/e24217fc-ba84-4f91-b1c5-d472d3a161cb?utm_referrer=explore,e24217fc-ba84-4f91-b1c5-d472d3a161cb,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Fullstack Developer (Spring Boot & Javascript),PT Avows Technologies,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/fullstack-developer-spring-boot-and-javascript/73f9cf7f-6976-4b82-bf0f-f559933ca76e?utm_referrer=explore,73f9cf7f-6976-4b82-bf0f-f559933ca76e,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Software Developer
Data Engineer,Pt Nomura Research Institute Indonesia,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Remote/Dari rumah,Rp8jt-Rp20jt,https://glints.com/id/opportunities/jobs/data-engineer/6277ebc5-7f8a-4248-acd8-b13c2d8f4f7a?utm_referrer=explore,6277ebc5-7f8a-4248-acd8-b13c2d8f4f7a,contract,Remote/Dari rumah,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Data,Data Engineer
DevOps Engineer,Pt Nomura Research Institute Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp10jt-Rp20jt,https://glints.com/id/opportunities/jobs/devops-engineer/394bdd69-f6f2-4d53-9765-c7bba5b7ebbd?utm_referrer=explore,394bdd69-f6f2-4d53-9765-c7bba5b7ebbd,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,"Operation, Maintenance & Technical Support",Devops Engineer
Backend Engineer (Node.js),Pt Nomura Research Institute Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/backend-engineer-nodejs/8a4c9d91-9c6d-47d8-a4ff-bc7ccbff6d8c?utm_referrer=explore,8a4c9d91-9c6d-47d8-a4ff-bc7ccbff6d8c,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,Backend Developer
Application support,PT. Geek Portal Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/application-support/6f28bda4-67db-41ab-88d6-a07cf37d983f?utm_referrer=explore,6f28bda4-67db-41ab-88d6-a07cf37d983f,full_time,Kerja di kantor,5 – 10 tahun,Minimal Sarjana (S1),Computer & Information Technology,Artificial Intelligence,Algorithm Engineer
Technical QA Staff,PT Indodev Niaga Internet,"Ciputat, Tangerang Selatan, Banten",Kerja di kantor,Rp5jt-Rp8jt,https://glints.com/id/opportunities/jobs/technical-qa-staff/13d7b45d-5ec9-434d-aa3f-eba3f731810f?utm_referrer=explore,13d7b45d-5ec9-434d-aa3f-eba3f731810f,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Sales Internet Provider,PT. Duta Generasi Mandiri,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",Kerja di kantor,"Rp2,5jt-Rp5jt",https://glints.com/id/opportunities/jobs/sales-internet-provider/8924cc4a-9517-43c6-8360-ee9c6bc9304f?utm_referrer=explore,8924cc4a-9517-43c6-8360-ee9c6bc9304f,full_time,Kerja di kantor,1 – 3 tahun,Minimal SMA/SMK,Computer & Information Technology,"Network, System & Database Admin",Internet Network Specialist
AI Engineer,Kecilin,"Tanah Abang, Jakarta Pusat, DKI Jakarta",Kerja di kantor,Rp5jt-Rp10jt,https://glints.com/id/opportunities/jobs/ai-engineer/b2c18a51-4c8d-46c6-9474-329c7e11451a?utm_referrer=explore,b2c18a51-4c8d-46c6-9474-329c7e11451a,full_time,Kerja di kantor,3 – 5 tahun,Minimal Sarjana (S1),Computer & Information Technology,Artificial Intelligence,AI Engineer
Python Developer,One Indonesia,"Tebet, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/python-developer/b408f40c-0fba-4828-a62c-fb1423fc0598?utm_referrer=explore,b408f40c-0fba-4828-a62c-fb1423fc0598,full_time,Kerja di kantor,3 – 5 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Developer
Software Engineer Trainee Program,Vostra Internasional,"Jatisampurna, Bekasi, Jawa Barat",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/software-engineer-trainee-program/05950770-c014-4fea-887b-8a5e43bdca1c?utm_referrer=explore,05950770-c014-4fea-887b-8a5e43bdca1c,full_time,Remote/Dari rumah,Kurang dari setahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Java Developer,PT Geek portal indonesia,"Pancoran, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Not Written,https://glints.com/id/opportunities/jobs/java-developer/1e6afcb9-f3c0-4da7-a374-6e2cf59a8ff0?utm_referrer=explore,1e6afcb9-f3c0-4da7-a374-6e2cf59a8ff0,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Other Computer & Information Technology,Information Technology Staff
Backend Developer,Pt Linkit360,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",Kerja di kantor,"Rp5,5jt-Rp7jt",https://glints.com/id/opportunities/jobs/backend-developer/5e8a06eb-7338-41ca-90a6-8b590a0596b0?utm_referrer=explore,5e8a06eb-7338-41ca-90a6-8b590a0596b0,full_time,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Backend Development,Backend Developer
Data Scientist,PT Lumos Inisiatif Indonesia,"Terbanggi Besar, Lampung Tengah, Lampung",Kerja di kantor,"Rp4,9jt-Rp8jt",https://glints.com/id/opportunities/jobs/data-scientist/d56a5605-dcc5-4ce4-83e2-3cbb1e1ccf4c?utm_referrer=explore,d56a5605-dcc5-4ce4-83e2-3cbb1e1ccf4c,full_time,Kerja di kantor,1 – 3 tahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Data,Data Scientist
Frontend Developer,PT Lanius Inovasi Indonesia,"Lowokwaru, Malang, Jawa Timur",Remote/Dari rumah,Not Written,https://glints.com/id/opportunities/jobs/frontend-developer/8c4e000c-ea31-4e31-8dec-1822fadbfb01?utm_referrer=explore,8c4e000c-ea31-4e31-8dec-1822fadbfb01,daily,Remote/Dari rumah,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Frontend Development,Frontend Engineer
Programmer (Web/Mobile),PT Evolusi Teknologi Indonesia (Evoteks),"Menteng, Jakarta Pusat, DKI Jakarta",Kerja di kantor,"Rp6,5jt-Rp9,5jt",https://glints.com/id/opportunities/jobs/programmer-web-mobile/f2d64c8b-13c2-47f8-93a4-c7d697daad0f?utm_referrer=explore,f2d64c8b-13c2-47f8-93a4-c7d697daad0f,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Software,Programmer
Web Developer,Yayasan Generasi Cerdas Mandiri,"Kapanewon Mlati, Sleman, DI Yogyakarta",Kerja di kantor,"Rp2,5jt-Rp3jt",https://glints.com/id/opportunities/jobs/web-developer/d99ddc21-d349-4c78-81b0-356ea349ce63?utm_referrer=explore,d99ddc21-d349-4c78-81b0-356ea349ce63,full_time,Kerja di kantor,Kurang dari setahun,Minimal Diploma (D1 - D4),Computer & Information Technology,Software,Web Developer
React Native Developer,PT Adi Perdana Nusantara,"Tanjung Priok, Jakarta Utara, DKI Jakarta",Kerja di kantor,Rp7jt-Rp10jt,https://glints.com/id/opportunities/jobs/react-native-developer/23498b2d-9f3b-41eb-9c78-4ef5c83a4360?utm_referrer=explore,23498b2d-9f3b-41eb-9c78-4ef5c83a4360,contract,Kerja di kantor,1 – 3 tahun,Minimal Sarjana (S1),Computer & Information Technology,Artificial Intelligence,AI Engineer
AI Development Lead,SecureTasks Global Teknologi,"Setiabudi, Jakarta Selatan, DKI Jakarta",Kerja di kantor,Rp20jt-Rp25jt,https://glints.com/id/opportunities/jobs/ai-development-lead/84b698f1-8a74-4206-9b6c-43e9363ff9ed?utm_referrer=explore,84b698f1-8a74-4206-9b6c-43e9363ff9ed,full_time,Kerja di kantor,5 – 10 tahun,Minimal Sarjana (S1),Computer & Information Technology,Artificial Intelligence,AI Engineer
