,job_title,company_name,salary_range,skill,more_detail_link,job_id,work_type,workplace,years_experience,min_education,sub_category,role,scrapped_date,district,city,province
807,Access Engineer,PT. Garuda Lintas Cakrawala,"Rp1,5jt-Rp3,5jt","Networking,FTTH,Communication Skills",https://glints.com/id/opportunities/jobs/access-engineer/e3fed4d7-7687-4201-846d-3ccc0daba238?utm_referrer=explore,e3fed4d7-7687-4201-846d-3ccc0daba238,full_time,onsite,1-3,SMA/SMK,"Network, System & Database Admin",Network Support Engineer,4/3/2024,Batu, Batu, Jawa Timur
808,AI System Engineer,Pro Worker,Rp10jt-Rp13jt,"Problem Solving Skills,Teamwork,English Languange",https://glints.com/id/opportunities/jobs/ai-system-engineer/ed17a74c-abe5-49e6-8fc1-7c37d84d5b16?utm_referrer=explore,ed17a74c-abe5-49e6-8fc1-7c37d84d5b16,contract,onsite,1-3,Sarjana,Artificial Intelligence,AI Engineer,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
809,Solution Architect - Cloud System,Pro Worker,Rp10jt-Rp13jt,"Teamwork,English Languange,Problem Solving Skills",https://glints.com/id/opportunities/jobs/solution-architect-cloud-system/0f1bd4e1-01b1-42d0-96e0-5eacd0ded7b5?utm_referrer=explore,0f1bd4e1-01b1-42d0-96e0-5eacd0ded7b5,contract,onsite,1-3,Sarjana,Other Computer & Information Technology,Solution Architect,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
810,IT Support (Denpasar Negara Mengwi dan sekitarnya),PT. Karlin Mastrindo,"Rp2,5jt-Rp3jt","Configurasi ,Software Installation,Troubleshooting",https://glints.com/id/opportunities/jobs/it-support-denpasar-negara-mengwi-dan-sekitarnya/463a0b5d-210c-4af8-ba6c-5e551c360381?utm_referrer=explore,463a0b5d-210c-4af8-ba6c-5e551c360381,contract,onsite,1-3,SMA/SMK,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Denpasar Utara, Denpasar, Bali
811,Project Manager Engineer,PT Varnion Technology Semesta,-,"AutoCAD,IT Project Management,Project Planning",https://glints.com/id/opportunities/jobs/project-manager-engineer/2b4286c4-872b-4b9d-9595-ebccc538d8bb?utm_referrer=explore,2b4286c4-872b-4b9d-9595-ebccc538d8bb,full_time,onsite,3-5,Sarjana,Telecommunication,Communication Project Manager,4/3/2024,Mampang Prapatan, Jakarta Selatan, DKI Jakarta
812,Web Developer,PT. Bumi Karya Muda,Rp5jt-Rp6jt,"Web Development,Graphic Design,Product Development,UX Design,UI Design",https://glints.com/id/opportunities/jobs/web-developer/20c83d4a-fc04-4456-b0bf-66e7cebc7148?utm_referrer=explore,20c83d4a-fc04-4456-b0bf-66e7cebc7148,full_time,onsite,1-3,Sarjana,Software,Web Developer,4/3/2024,Sumur Bandung, Bandung, Jawa Barat
813,Access Network Engineer,GriyaNet Indonesia,"Rp1,5jt-Rp3,5jt","Splacing,Networking,FTTH,Fiber Optic",https://glints.com/id/opportunities/jobs/access-network-engineer/21ad2fa8-9ac6-4bca-8b97-e867c236324c?utm_referrer=explore,21ad2fa8-9ac6-4bca-8b97-e867c236324c,full_time,onsite,1-3,SMA/SMK,"Network, System & Database Admin",Network Support Engineer,4/3/2024,Batu, Batu, Jawa Timur
814,Java SpringBoot (Middle),PT Quadra Karya Santosa,-,"Springboot,Problem Solving Skills,Restful Api Development",https://glints.com/id/opportunities/jobs/java-springboot-middle/1e5efed7-94ec-41cb-9d8d-97d3251e741b?utm_referrer=explore,1e5efed7-94ec-41cb-9d8d-97d3251e741b,full_time,onsite,1-3,Sarjana,Software,Java Developer,4/3/2024,Kemayoran, Jakarta Pusat, DKI Jakarta
815,Mobile Developer (Android),PT Quadra Karya Santosa,-,"Web Development,Software Development,Android Development",https://glints.com/id/opportunities/jobs/mobile-developer-android/5286a6cc-3e49-4c2f-86d9-0fddefbeaf5d?utm_referrer=explore,5286a6cc-3e49-4c2f-86d9-0fddefbeaf5d,full_time,onsite,1-3,Sarjana,Mobile Development,Android Developer,4/3/2024,Tanjung Priok, Jakarta Utara, DKI Jakarta
816,Virtual WordPresss Web Developer/ Designer/ Elementor Internship,GAO Tek inc.,-,"WordPress Development,Web Development,HTML5",https://glints.com/id/opportunities/jobs/virtual-wordpresss-web-developer-designer-elementor-internship/6f1067c2-823f-421c-b7ef-35e90db320ad?utm_referrer=explore,6f1067c2-823f-421c-b7ef-35e90db320ad,internship,remote,<1,Sarjana,Software,Web Developer,4/3/2024,Sumur Bandung, Bandung, Jawa Barat
817,IT Support,PT Sanwamas Metal Industry,"Rp5,3jt-Rp7jt","SAP,PHP,Programming Languages",https://glints.com/id/opportunities/jobs/it-support/8fd6199a-2cb8-468f-89c8-fed32ff4eb77?utm_referrer=explore,8fd6199a-2cb8-468f-89c8-fed32ff4eb77,full_time,onsite,<1,Diploma,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Bekasi Utara, Bekasi, Jawa Barat
818,Internship Full Stack Engineer,PT. Teknologi Kode Indonesia,-,"Laravel,Python,PHP",https://glints.com/id/opportunities/jobs/internship-full-stack-engineer/4a10731e-721c-4c51-a38d-42e0a20f7221?utm_referrer=explore,4a10731e-721c-4c51-a38d-42e0a20f7221,internship,onsite,<1,Diploma,Full Stack Development,Full Stack Engineer,4/3/2024,Kemantren Umbulharjo, Yogyakarta, DI Yogyakarta
819,DevOps,Inotal Sistema International,Rp7jt-Rp9jt,"SDLC,Jenkins,Linux System Administration",https://glints.com/id/opportunities/jobs/devops/82372e0a-cbdf-48e1-85f9-5a053321f9f6?utm_referrer=explore,82372e0a-cbdf-48e1-85f9-5a053321f9f6,contract,onsite,1-3,Diploma,Other Computer & Information Technology,Devops Engineer,4/3/2024,Gambir, Jakarta Pusat, DKI Jakarta
820,Freelance IT Engineer (FLORES),PT. HGT Services Indonesia,-,"English Languange,Software Installation,Hardware Engineering",https://glints.com/id/opportunities/jobs/freelance-it-engineer-flores/8e6f31ba-2d6c-482d-a411-b475423601e7?utm_referrer=explore,8e6f31ba-2d6c-482d-a411-b475423601e7,full_time,onsite,1-3,Diploma,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Solor Selatan, Flores Timur, Nusa Tenggara Timur
821,Flutter Developer,PT Nordspec Mandala Persada,Rp2jt-Rp3jt,"Android Development,GIT,iOS Development,Mobile App Development,REST API",https://glints.com/id/opportunities/jobs/flutter-developer/d35fc06c-3da9-4349-ae79-542c608accf6?utm_referrer=explore,d35fc06c-3da9-4349-ae79-542c608accf6,full_time,onsite,1-3,Diploma,Mobile Development,Flutter Developer,4/3/2024,Kapanewon Depok, Sleman, DI Yogyakarta
822,Fullstack Developer,PT Nordspec Mandala Persada,Rp2jt-Rp3jt,"Laravel,PHP,JavaScript,Golang,SQL,REST API",https://glints.com/id/opportunities/jobs/fullstack-developer/1ac4d181-decb-4789-a9a3-a7ad27ff15aa?utm_referrer=explore,1ac4d181-decb-4789-a9a3-a7ad27ff15aa,full_time,onsite,1-3,Diploma,Full Stack Development,Full Stack Developer,4/3/2024,Kemantren Kotagede, Yogyakarta, DI Yogyakarta
823,Data Analyst,IDEOWORKS.ID,Rp5jt-Rp6jt,"Presentation Skills,Data Analytics,Communication Skills,Social Media Marketing & Management,Microsoft Excel",https://glints.com/id/opportunities/jobs/data-analyst/76b069b1-41ad-469a-9b9a-fc476ff9ff82?utm_referrer=explore,76b069b1-41ad-469a-9b9a-fc476ff9ff82,full_time,onsite,<1,Diploma,Data,Data Analyst,4/3/2024,Pasar Minggu, Jakarta Selatan, DKI Jakarta
824,System Analyst,PT Electronic Data Interchange Indonesia,-,"Springboot,Node.js,SQL",https://glints.com/id/opportunities/jobs/system-analyst/768004c2-2fb8-4a8d-a004-c772f7b841b3?utm_referrer=explore,768004c2-2fb8-4a8d-a004-c772f7b841b3,contract,onsite,1-3,Sarjana,"Network, System & Database Admin",System Analyst,4/3/2024,Tanjung Priok, Jakarta Utara, DKI Jakarta
825,NET Developer (Contract-Based),Talenta Hutama Indonesia,Rp7jt-Rp10jt,"Data Definition Language,API Development,Relational Database Management System,SQL,ASP.NET,C++,Data Manipulation Language,VB.NET,Microsoft SQL Server,Asp.net Mvc",https://glints.com/id/opportunities/jobs/net-developer-contract-based/ae20aec7-9f03-4d74-bfb9-6026c00a290c?utm_referrer=explore,ae20aec7-9f03-4d74-bfb9-6026c00a290c,full_time,onsite,3-5,Sarjana,Backend Development,.Net Developer,4/3/2024,Matraman, Jakarta Timur, DKI Jakarta
826,System Administrator,PT SWAPRO International (Yogyakarta dan Solo Raya),-,"Administration,Rapid Prototyping,Attention to Detail,Microsoft Office",https://glints.com/id/opportunities/jobs/system-administrator/ab6f8a59-7fc2-4ac1-8862-b29e71d0cbcb?utm_referrer=explore,ab6f8a59-7fc2-4ac1-8862-b29e71d0cbcb,full_time,onsite,<1,Sarjana,"Network, System & Database Admin",System Administrator,4/3/2024,Kemantren Danurejan, Yogyakarta, DI Yogyakarta
827,Sosial Media Specialist,CV RESIDENCE JAYA LIVING,-,"Photography,Product Photography,Videography,Video Editing",https://glints.com/id/opportunities/jobs/sosial-media-specialist/2fdf0bd4-eb01-4ca7-bf49-8fcd5443f3eb?utm_referrer=explore,2fdf0bd4-eb01-4ca7-bf49-8fcd5443f3eb,full_time,onsite,1-3,Sarjana,Other Computer & Information Technology,Social Media Specialist,4/3/2024,Banyumanik, Semarang, Jawa Tengah
828,.Net Developer,PT. Nusantara Duta Solusindo,-,"Microsoft SQL Server,Kubernetes,React.js,Google Cloud Platform,.NET",https://glints.com/id/opportunities/jobs/net-developer/24612915-b84c-40d2-962e-0787fc106eb0?utm_referrer=explore,24612915-b84c-40d2-962e-0787fc106eb0,full_time,onsite,1-3,Sarjana,Backend Development,.Net Developer,4/3/2024,Karawaci, Tangerang, Banten
829,Backend Developer,Digital Center,-,"Spring Framework,Back-End Web Development,Springboot",https://glints.com/id/opportunities/jobs/backend-developer/05221bb5-3718-4742-9b04-2eec939a3117?utm_referrer=explore,05221bb5-3718-4742-9b04-2eec939a3117,full_time,onsite,1-3,Sarjana,Backend Development,Backend Developer,4/3/2024,Sawah Besar, Jakarta Pusat, DKI Jakarta
830,Solution Architect,PT Bawana Margatama,Rp13jt-Rp18jt,"Software Development,Software Architecture,Solution Architecture",https://glints.com/id/opportunities/jobs/solution-architect/03ec2000-2e5c-428b-b1a3-e9ff850dd06d?utm_referrer=explore,03ec2000-2e5c-428b-b1a3-e9ff850dd06d,full_time,onsite,3-5,Sarjana,Other Computer & Information Technology,Solution Architect,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
831,Security Engineer,PT. Sokka Kreatif Teknologi,-,"Attention to Detail,Load Balancing,Troubleshooting",https://glints.com/id/opportunities/jobs/security-engineer/f5b512e3-0b22-4483-8225-437e3f5c4a8b?utm_referrer=explore,f5b512e3-0b22-4483-8225-437e3f5c4a8b,full_time,onsite,1-3,Sarjana,Cyber Security,Cyber Security Engineer,4/3/2024,Bekasi Selatan, Bekasi, Jawa Barat
832,Android Developer,Lawencon International,-,"Android Development,Java,Mvvm,Kotlin",https://glints.com/id/opportunities/jobs/android-developer/1c80ecc3-77cf-4c29-bf29-75b8b0e4175f?utm_referrer=explore,1c80ecc3-77cf-4c29-bf29-75b8b0e4175f,full_time,onsite,5-10,Sarjana,Mobile Development,Android Developer,4/3/2024,Tebet, Jakarta Selatan, DKI Jakarta
833,Presales Engineer,Telogic LTD,Rp10jt-Rp15jt,"Presales Engineer,Technical Sales Engineer,Solution Engineer",https://glints.com/id/opportunities/jobs/presales-engineer/faf613fb-39d6-4a1c-92ff-991c7f9c4305?utm_referrer=explore,faf613fb-39d6-4a1c-92ff-991c7f9c4305,contract,onsite,5-10,Sarjana,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
834,Staff IT,CV Mitra Karya Abadi (Genny Shoes),-,"IT Security,IT Project Management,IT Management",https://glints.com/id/opportunities/jobs/staff-it/cb703873-f7cf-4291-a1e9-75de36dfdd0f?utm_referrer=explore,cb703873-f7cf-4291-a1e9-75de36dfdd0f,full_time,onsite,1-3,Sarjana,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Penjaringan, Jakarta Utara, DKI Jakarta
835,System Engineer,PT. Exabytes Network Indonesia,Rp4jt-Rp6jt,"Customer Support,Linux System Administration,Troubleshooting",https://glints.com/id/opportunities/jobs/system-engineer/eb674e6e-e1d0-4f5b-b330-5a4c97be5b2b?utm_referrer=explore,eb674e6e-e1d0-4f5b-b330-5a4c97be5b2b,full_time,remote,1-3,Sarjana,"Network, System & Database Admin",System Engineer,4/3/2024,Kemantren Gondokusuman, Yogyakarta, DI Yogyakarta
836,System Analyst,PT. Quantic Inovasi Teknologi,Rp7jt-Rp13jt,"System Analysis,REST API,Back-End Web Development",https://glints.com/id/opportunities/jobs/system-analyst/ac4ef12a-c7b0-4e28-b97c-7f386a1e2a51?utm_referrer=explore,ac4ef12a-c7b0-4e28-b97c-7f386a1e2a51,contract,onsite,3-5,Sarjana,"Network, System & Database Admin",System Analyst,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
837,IT Support Staff,PT. Suryacipta Swadaya,-,"Software Installation,Computer Networking,Troubleshooting,Computer Hardware,Analytical Skills",https://glints.com/id/opportunities/jobs/it-support-staff/fb6756a9-a417-4738-ba81-f3c829920f62?utm_referrer=explore,fb6756a9-a417-4738-ba81-f3c829920f62,full_time,onsite,1-3,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Kalijati, Subang, Jawa Barat
838,Verifikator,KSO Sucofindo - Surveyor Indonesia,-,"Time Management,Positive Attitude,Teamwork",https://glints.com/id/opportunities/jobs/verifikator/26748890-3e49-42ae-a041-06a7915377b9?utm_referrer=explore,26748890-3e49-42ae-a041-06a7915377b9,full_time,onsite,1-3,Sarjana,Electronic & Semiconductor,IC Verification Engineer,4/3/2024,Pancoran, Jakarta Selatan, DKI Jakarta
839,IT Planning & Governance Head,Gtech Group,-,"IT Management,IT Service Management,ITIL",https://glints.com/id/opportunities/jobs/it-planning-and-governance-head/b70a441f-302e-4e64-a4c6-d5a963365344?utm_referrer=explore,b70a441f-302e-4e64-a4c6-d5a963365344,full_time,onsite,5-10,Sarjana,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Tanah Abang, Jakarta Pusat, DKI Jakarta
840,Web Programmer,JMC Indonesia,"Rp2,5jt-Rp3jt","Laravel,MySQL,PHP",https://glints.com/id/opportunities/jobs/web-programmer/cc800ca6-f84d-4f0d-8a66-cea0cc2a7d51?utm_referrer=explore,cc800ca6-f84d-4f0d-8a66-cea0cc2a7d51,full_time,onsite,1-3,SMA/SMK,Software,Programmer,4/3/2024,Kapanewon Kasihan, Bantul, DI Yogyakarta
841,Macro Dev,Dot Indonesia,-,"Programming Algorithms,Microsoft Excel,Vba Programming Language",https://glints.com/id/opportunities/jobs/macro-dev/9acfe992-15dd-48a8-9974-a4927d4f81b7?utm_referrer=explore,9acfe992-15dd-48a8-9974-a4927d4f81b7,contract,onsite,1-3,Sarjana,Software,Developer,4/3/2024,Cilandak, Jakarta Selatan, DKI Jakarta
842,Frontend Engineer (Paid - Internship),Synapsis.id,"Rp1jt-Rp2,5jt","TypeScript,JavaScript,Frontend Development",https://glints.com/id/opportunities/jobs/front-end-engineer-paid-internship/9afaca43-b9f8-4ba1-b528-77ac233857a7?utm_referrer=explore,9afaca43-b9f8-4ba1-b528-77ac233857a7,internship,onsite,<1,SMA/SMK,Frontend Development,Frontend Engineer,4/3/2024,Makasar, Jakarta Timur, DKI Jakarta
843,Business Intelligence Analyst,RIASARANA ELECTRINDO,-,"PL/SQL,Project Management,Microsoft SQL Server,Interpersonal Communication,Analytical Skills,Statistical Data Analysis,SQL,Program Management",https://glints.com/id/opportunities/jobs/business-intelligence-analyst/ad6ff836-3d99-4ff8-a2f5-29ac79c70fcf?utm_referrer=explore,ad6ff836-3d99-4ff8-a2f5-29ac79c70fcf,full_time,onsite,1-3,Sarjana,Data,Business Intelligence Analyst,4/3/2024,Grogol Petamburan, Jakarta Barat, DKI Jakarta
844,IT Programmer Staff,PT. Mido Indonesia,-,"MySQL,Laravel,CSS3,jQuery,PHP,HTML5,WordPress Development,JavaScript",https://glints.com/id/opportunities/jobs/it-programmer-staff/3dae1830-806b-4695-96dc-4e20a47671e2?utm_referrer=explore,3dae1830-806b-4695-96dc-4e20a47671e2,contract,onsite,1-3,Sarjana,Software,Programmer,4/3/2024,Cengkareng, Jakarta Barat, DKI Jakarta
845,Programmer,PT. Intav Prima Solusindo,-,"Program Management,R Programming,HMI Programming,Object-Oriented Programming (OOP),PLC Programming",https://glints.com/id/opportunities/jobs/programmer/0a5e030f-7292-4d35-862d-f1dbe1f3a445?utm_referrer=explore,0a5e030f-7292-4d35-862d-f1dbe1f3a445,full_time,onsite,1-3,Diploma,Software,Programmer,4/3/2024,Tarumajaya, Bekasi, Jawa Barat
846,Backend Developer,Pt. Sofco Graha,-,"REST API,Spring Framework,PostgreSQL,Analytical Skills,Communication Skills,JavaScript,Problem Solving Skills,Project Planning",https://glints.com/id/opportunities/jobs/backend-developer/2bb0506c-b41d-46f7-99a3-f150c47a6748?utm_referrer=explore,2bb0506c-b41d-46f7-99a3-f150c47a6748,full_time,onsite,1-3,Sarjana,Backend Development,Backend Developer,4/3/2024,Gambir, Jakarta Pusat, DKI Jakarta
847,IT Officer (ITO),Bebimart Babyshop,-,"Information Technology,Communication Skills,Teamwork,Technology",https://glints.com/id/opportunities/jobs/it-officer-ito/ada7ae6f-9522-4a9a-bf8f-9a6cb97079b6?utm_referrer=explore,ada7ae6f-9522-4a9a-bf8f-9a6cb97079b6,full_time,onsite,<1,SMA/SMK,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Jaten, Karanganyar, Jawa Tengah
848,Frontend Developer - Angular,Pt. Sofco Graha,Rp7jt-Rp8jt,"Communication Skills,Design Thinking,Angular.js,Problem Solving Skills,JavaScript,Analytical Skills",https://glints.com/id/opportunities/jobs/frontend-developer-angular/c25327f2-e9a0-4ecd-bf40-5701bef1abae?utm_referrer=explore,c25327f2-e9a0-4ecd-bf40-5701bef1abae,full_time,remote,1-3,Diploma,Frontend Development,Angular Developer,4/3/2024,Gambir, Jakarta Pusat, DKI Jakarta
849,Full Stack Developer,PT Ifars Pharmaceutical Laboratories,-,"Programming Languages,Android Development,PHP",https://glints.com/id/opportunities/jobs/full-stack-developer/2e5266a8-46c1-47c4-b2c3-351be1071ee0?utm_referrer=explore,2e5266a8-46c1-47c4-b2c3-351be1071ee0,full_time,onsite,<1,Diploma,Full Stack Development,Full Stack Developer,4/3/2024,Kebakkramat, Karanganyar, Jawa Tengah
850,IT Operator,PT Transnovasi Bangun Persada,"Rp5jt-Rp5,5jt","Critical Thinking,Data Entry,Strong Communication Skills,Attention to Detail",https://glints.com/id/opportunities/jobs/it-operator/15af6283-4d7f-4116-ad1a-7c6e864c207e?utm_referrer=explore,15af6283-4d7f-4116-ad1a-7c6e864c207e,contract,onsite,1-3,Sarjana,Other Computer & Information Technology,Information Technology Staff,4/3/2024,Pancoran, Jakarta Selatan, DKI Jakarta
851,Oracle Fusion Middleware Developer,Accelist Lentera Indonesia,-,"Oracle Fushion Middleware,Oracle Service Bus,Oracle Bpel,Oracle Soa Suite,Oracle Database,SQL",https://glints.com/id/opportunities/jobs/oracle-fusion-middleware-developer/69f03212-87af-498b-a072-f39eeed28430?utm_referrer=explore,69f03212-87af-498b-a072-f39eeed28430,contract,onsite,1-3,Sarjana,"Operation, Maintenance & Technical Support",Operations & Technology Professionals,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
852,Network Engineer,PT Qtera Mandiri,-,"IT Security,Networking,Troubleshooting",https://glints.com/id/opportunities/jobs/network-engineer/a2e81953-0b25-440b-8f28-4319e4f3506f?utm_referrer=explore,a2e81953-0b25-440b-8f28-4319e4f3506f,full_time,onsite,1-3,Diploma,"Network, System & Database Admin",Network Engineer,4/3/2024,Kelapa Gading, Jakarta Utara, DKI Jakarta
853,Database Administrator - SQL Server,PT Shell Infotek Indonesia (Shell Infotech),-,"Microsoft Failover Cluster,SQL,MySQL,Microsoft SQL Server,Service Now",https://glints.com/id/opportunities/jobs/database-administrator-sql-server/bda7b283-0413-4a49-8c5b-ab68eaca95cc?utm_referrer=explore,bda7b283-0413-4a49-8c5b-ab68eaca95cc,full_time,onsite,3-5,Sarjana,"Network, System & Database Admin",Database Administrator,4/3/2024,Grogol Petamburan, Jakarta Barat, DKI Jakarta
854,Fiber Optic Technical Support Officer,CITRANET (PT Jembatan Citra Nusantara),"Rp2jt-Rp2,5jt","Computer Networking,Wireless Networking,IP Networking",https://glints.com/id/opportunities/jobs/fiber-optic-technical-support-officer/67e05033-5c24-419f-8fac-c6d674d75419?utm_referrer=explore,67e05033-5c24-419f-8fac-c6d674d75419,contract,onsite,<1,SMA/SMK,"Operation, Maintenance & Technical Support",IT Technical Support,4/3/2024,Kapanewon Depok, Sleman, DI Yogyakarta
855,Freelance QA,Cv. Sukses Bisnis Online,-,"QA Automation,Software Quality Assurance,Application Development,IT Security,Software Testing",https://glints.com/id/opportunities/jobs/freelance-qa/dfcdfbbc-6894-4496-81a4-ef9013837e59?utm_referrer=explore,dfcdfbbc-6894-4496-81a4-ef9013837e59,part_time,onsite,1-3,Sarjana,QA & Software Testing,QA Tester,4/3/2024,Kedungkandang, Malang, Jawa Timur
856,Software Quality Assurance,PT. Deptech Digital Indonesia,-,"Agile Methodologies,Jira,Software Quality Assurance,SQL,Katalon",https://glints.com/id/opportunities/jobs/software-quality-assurance/67f1fcb1-a324-427b-9d40-3f0329735f09?utm_referrer=explore,67f1fcb1-a324-427b-9d40-3f0329735f09,contract,onsite,1-3,Sarjana,QA & Software Testing,Quality Assurance,4/3/2024,Setiabudi, Jakarta Selatan, DKI Jakarta
